,color,x,y,inner,partcode
485,320,410.0,176.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
486,70,410.0,184.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
487,28,410.0,192.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
490,15,410.0,264.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
491,15,410.0,272.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
492,15,410.0,432.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
493,19,410.0,448.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
494,297,410.0,472.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
495,297,410.0,480.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
496,297,410.0,488.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
497,297,410.0,528.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
498,4,410.0,544.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
509,19,430.0,56.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
510,19,430.0,64.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
512,4,430.0,128.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
513,19,430.0,144.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
514,28,430.0,152.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
516,72,430.0,200.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
517,28,430.0,208.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
518,71,430.0,216.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
520,19,430.0,248.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
521,19,430.0,336.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
522,15,430.0,352.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
523,19,430.0,360.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
524,19,430.0,368.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
525,19,430.0,432.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
526,297,430.0,448.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
527,297,430.0,456.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
528,297,430.0,464.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
529,297,430.0,472.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
530,297,430.0,480.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
531,4,430.0,488.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
534,4,430.0,528.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
535,297,430.0,536.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
536,19,430.0,544.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
537,70,430.0,552.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
548,19,450.0,152.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
549,19,450.0,160.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
550,30,450.0,168.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
551,28,450.0,176.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
552,297,450.0,184.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
554,70,450.0,216.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
555,72,450.0,224.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
556,71,450.0,248.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
560,19,450.0,312.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
561,19,450.0,480.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
562,297,450.0,488.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
563,297,450.0,496.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
564,28,450.0,520.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
565,15,450.0,544.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
572,19,470.0,208.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
573,19,470.0,216.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
574,30,470.0,224.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
575,28,470.0,248.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
594,71,510.0,560.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
616,19,530.0,560.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
617,19,530.0,568.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
618,320,530.0,576.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
619,4,530.0,624.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
632,71,550.0,560.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
633,378,550.0,568.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
634,15,550.0,576.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
635,19,550.0,584.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
636,297,550.0,592.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
638,320,550.0,624.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
641,19,570.0,528.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
642,19,570.0,552.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
643,378,570.0,560.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
644,71,570.0,568.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
645,378,570.0,584.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
646,320,570.0,600.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
650,15,590.0,16.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
651,15,590.0,32.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
652,15,590.0,48.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
657,15,590.0,200.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
658,15,590.0,264.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
660,15,590.0,328.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
661,15,590.0,424.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
662,15,590.0,480.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
663,15,590.0,488.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
664,15,590.0,520.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
665,15,590.0,528.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
667,378,590.0,568.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
668,71,590.0,584.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
669,71,590.0,600.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
670,297,590.0,608.0, 0 1 0 0 0 1 0 0 0 1 ,3024.dat
2,15,40.0,160.0, 0 1 0 0 0 1 0 0 0 1 ,3010.dat
3,15,40.0,592.0, 0 1 0 0 0 1 0 0 0 1 ,3010.dat
5,15,60.0,112.0, 0 1 0 0 0 1 0 0 0 1 ,3009.dat
6,15,60.0,136.0, 0 1 0 0 0 1 0 0 0 1 ,3009.dat
7,15,60.0,184.0, 0 1 0 0 0 1 0 0 0 1 ,3009.dat
8,15,60.0,208.0, 0 1 0 0 0 1 0 0 0 1 ,3009.dat
9,15,60.0,232.0, 0 1 0 0 0 1 0 0 0 1 ,3009.dat
10,15,60.0,256.0, 0 1 0 0 0 1 0 0 0 1 ,3009.dat
11,15,60.0,280.0, 0 1 0 0 0 1 0 0 0 1 ,3009.dat
12,15,60.0,304.0, 0 1 0 0 0 1 0 0 0 1 ,3009.dat
13,15,60.0,328.0, 0 1 0 0 0 1 0 0 0 1 ,3009.dat
15,15,60.0,568.0, 0 1 0 0 0 1 0 0 0 1 ,3009.dat
17,15,80.0,48.0, 0 1 0 0 0 1 0 0 0 1 ,3008.dat
18,15,80.0,72.0, 0 1 0 0 0 1 0 0 0 1 ,3008.dat
21,15,80.0,360.0, 0 1 0 0 0 1 0 0 0 1 ,3008.dat
22,15,80.0,384.0, 0 1 0 0 0 1 0 0 0 1 ,3008.dat
23,15,80.0,408.0, 0 1 0 0 0 1 0 0 0 1 ,3008.dat
24,15,80.0,432.0, 0 1 0 0 0 1 0 0 0 1 ,3008.dat
26,15,80.0,496.0, 0 1 0 0 0 1 0 0 0 1 ,3008.dat
27,15,80.0,520.0, 0 1 0 0 0 1 0 0 0 1 ,3008.dat
28,15,80.0,544.0, 0 1 0 0 0 1 0 0 0 1 ,3008.dat
29,15,90.0,160.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
33,15,100.0,24.0, 0 1 0 0 0 1 0 0 0 1 ,6111.dat
34,15,100.0,464.0, 0 1 0 0 0 1 0 0 0 1 ,6111.dat
43,15,120.0,0.0, 0 1 0 0 0 1 0 0 0 1 ,6112.dat
44,15,130.0,112.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
47,4,130.0,176.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
48,28,130.0,200.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
51,19,130.0,240.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
52,19,130.0,264.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
53,15,130.0,288.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
54,15,130.0,312.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
55,15,130.0,336.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
71,70,150.0,216.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
73,72,150.0,288.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
86,72,160.0,248.0, 0 1 0 0 0 1 0 0 0 1 ,3004.dat
100,28,170.0,288.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
101,28,170.0,312.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
102,28,170.0,336.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
103,19,170.0,360.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
104,15,170.0,384.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
105,15,170.0,408.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
106,15,170.0,432.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
108,15,170.0,496.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
114,320,170.0,560.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
121,72,180.0,224.0, 0 1 0 0 0 1 0 0 0 1 ,3004.dat
131,72,190.0,296.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
132,72,190.0,320.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
133,72,190.0,344.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
134,28,190.0,376.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
137,19,190.0,416.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
138,19,190.0,440.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
140,70,190.0,512.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
142,0,190.0,544.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
143,0,190.0,568.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
147,320,200.0,56.0, 0 1 0 0 0 1 0 0 0 1 ,3004.dat
150,70,200.0,184.0, 0 1 0 0 0 1 0 0 0 1 ,3010.dat
165,72,210.0,384.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
166,28,210.0,424.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
167,28,210.0,472.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
170,70,210.0,552.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
179,70,220.0,264.0, 0 1 0 0 0 1 0 0 0 1 ,3010.dat
182,28,220.0,448.0, 0 1 0 0 0 1 0 0 0 1 ,3004.dat
190,72,230.0,64.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
198,70,230.0,288.0, 0 1 0 0 0 1 0 0 0 1 ,3622.dat
199,70,230.0,336.0, 0 1 0 0 0 1 0 0 0 1 ,3622.dat
201,70,230.0,384.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
203,72,230.0,424.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
204,72,230.0,496.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
214,70,240.0,312.0, 0 1 0 0 0 1 0 0 0 1 ,3010.dat
215,72,240.0,472.0, 0 1 0 0 0 1 0 0 0 1 ,3004.dat
237,70,250.0,368.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
240,70,250.0,416.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
242,72,250.0,448.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
243,28,250.0,496.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
263,72,270.0,56.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
271,70,270.0,240.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
272,70,270.0,264.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
284,28,270.0,408.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
285,28,270.0,432.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
309,28,290.0,264.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
312,28,290.0,448.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
320,19,300.0,232.0, 0 1 0 0 0 1 0 0 0 1 ,3004.dat
350,19,320.0,184.0, 0 1 0 0 0 1 0 0 0 1 ,3009.dat
353,19,320.0,304.0, 0 1 0 0 0 1 0 0 0 1 ,3010.dat
354,19,320.0,328.0, 0 1 0 0 0 1 0 0 0 1 ,3010.dat
357,19,320.0,376.0, 0 1 0 0 0 1 0 0 0 1 ,3010.dat
375,19,330.0,264.0, 0 1 0 0 0 1 0 0 0 1 ,3622.dat
383,19,330.0,568.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
384,4,340.0,32.0, 0 1 0 0 0 1 0 0 0 1 ,3010.dat
390,19,340.0,472.0, 0 1 0 0 0 1 0 0 0 1 ,3010.dat
413,19,350.0,552.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
422,19,370.0,72.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
428,19,370.0,224.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
429,15,370.0,256.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
430,19,370.0,280.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
431,19,370.0,432.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
444,4,390.0,40.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
452,19,390.0,184.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
454,19,390.0,256.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
456,15,390.0,320.0, 0 1 0 0 0 1 0 0 0 1 ,3622.dat
457,15,390.0,352.0, 0 1 0 0 0 1 0 0 0 1 ,3622.dat
458,15,390.0,432.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
474,15,400.0,280.0, 0 1 0 0 0 1 0 0 0 1 ,3004.dat
483,30,410.0,96.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
488,19,410.0,200.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
489,15,410.0,240.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
499,320,410.0,592.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
511,4,430.0,96.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
515,4,430.0,176.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
519,19,430.0,224.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
545,4,440.0,592.0, 0 1 0 0 0 1 0 0 0 1 ,3004.dat
546,19,450.0,104.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
547,30,450.0,128.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
553,4,450.0,192.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
558,19,450.0,272.0, 0 1 0 0 0 1 0 0 0 1 ,3622.dat
576,19,470.0,496.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
581,15,480.0,376.0, 0 1 0 0 0 1 0 0 0 1 ,6112.dat
582,15,480.0,400.0, 0 1 0 0 0 1 0 0 0 1 ,6112.dat
589,320,490.0,600.0, 0 1 0 0 0 1 0 0 0 1 ,3622.dat
595,15,520.0,56.0, 0 1 0 0 0 1 0 0 0 1 ,3008.dat
596,15,520.0,80.0, 0 1 0 0 0 1 0 0 0 1 ,3008.dat
597,15,520.0,104.0, 0 1 0 0 0 1 0 0 0 1 ,3009.dat
598,15,520.0,128.0, 0 1 0 0 0 1 0 0 0 1 ,3009.dat
599,15,520.0,152.0, 0 1 0 0 0 1 0 0 0 1 ,3009.dat
600,15,520.0,176.0, 0 1 0 0 0 1 0 0 0 1 ,3009.dat
603,15,520.0,304.0, 0 1 0 0 0 1 0 0 0 1 ,3009.dat
606,15,520.0,352.0, 0 1 0 0 0 1 0 0 0 1 ,3008.dat
607,15,520.0,432.0, 0 1 0 0 0 1 0 0 0 1 ,3008.dat
608,15,520.0,456.0, 0 1 0 0 0 1 0 0 0 1 ,3008.dat
622,15,540.0,208.0, 0 1 0 0 0 1 0 0 0 1 ,3009.dat
623,15,540.0,232.0, 0 1 0 0 0 1 0 0 0 1 ,3009.dat
625,15,540.0,272.0, 0 1 0 0 0 1 0 0 0 1 ,3009.dat
653,15,590.0,104.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
654,15,590.0,128.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
655,15,590.0,152.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
656,15,590.0,176.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
659,15,590.0,304.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
666,19,590.0,544.0, 0 1 0 0 0 1 0 0 0 1 ,3005.dat
